V,I_0,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,I_11,I_12,I_13,I_14,I_15,I_16,I_17,I_18,I_19,I_20,I_21,I_22,I_23,I_24,I_25,I_26,I_27,I_28,I_29,I_30,I_31,I_32,I_33,I_34,I_35,I_36,I_37,I_38,I_39,I_40,I_41,I_42,I_43,I_44,I_45,I_46,I_47,I_48,I_49,I_50,I_51,I_52,I_53,I_54,I_55,I_56,I_57,I_58,I_59
0.2518758904000007,7.850043435784116e-10,6.22032379985755e-09,1.0742779851513786e-12,1.2293752354309274e-10,1.552651539155334e-10,9.734848501087582e-12,1.255024221106016e-10,1.100080823117386e-12,-4.418886082645488e-12,1.0405982813589097e-10,1.470251450625386e-11,3.689825682038341e-11,-4.23373805799005e-12,2.6314343391869894e-10,2.3523431448707807e-11,6.934301472424161e-10,1.9530042297744076e-11,3.283912431019423e-11,6.858193369721464e-10,-6.745870046073604e-12,-7.740409494917143e-12,4.7081389782221363e-11,-3.112000196369185e-11,-2.5553274488813072e-11,3.036065848869953e-10,1.075869119738863e-11,-7.781389201121043e-11,2.8070638386663558e-11,6.59291183607802e-11,-8.632402119486706e-11,1.2493209884053808e-11,1.7029791385968398e-10,-8.717075235659323e-12,-8.138415380814629e-11,-7.964716662315514e-11,-9.183478802924783e-11,-4.883490574664896e-11,-3.135383884089062e-11,3.4027676486995154e-11,-2.3515797094717725e-11,1.6726836890269075e-10,8.529354630103952e-10,1.7839860071014142e-10,1.701029566662345e-10,2.0599068057525134e-10,1.5757346913801895e-10,9.872544789112323e-11,9.567886883170334e-11,1.4008758959262357e-10,1.1648854688922542e-10,1.0544336611889208e-10,1.293831179381532e-10,1.9391705980832403e-10,1.1433734997069307e-10,1.0875248876818706e-10,1.0831840209913818e-10,1.253654447818777e-10,1.680172545971344e-10,3.36381737472916e-10,1.735776765340421e-10
0.2618758904000007,8.446292544797933e-10,6.816715902220667e-09,2.058675439398393e-12,1.20479955124508e-10,1.5904911611856757e-10,1.3737982336875732e-11,2.531423153770718e-10,1.544915722937529e-13,-2.6108279934932044e-12,1.1307441365149001e-10,1.3914059643973217e-11,3.735341896217986e-11,-6.321532876219115e-12,2.050588040579525e-10,2.2573840128636133e-11,3.4293347797838973e-10,1.4526146242821908e-11,3.239000673929662e-11,7.928108200670697e-10,-7.46791835774582e-12,2.204173043159799e-12,5.778204705890574e-11,-2.617849947184808e-11,-1.5707628366063346e-11,3.3185975565448254e-10,1.3087556043562349e-11,-7.724573262709145e-11,4.335120301821365e-11,-5.6951712741286476e-11,-7.634882686082907e-11,2.605964708516738e-11,1.7542089803265806e-10,1.6617474314801168e-11,-8.775971701298932e-11,-7.474358845704435e-11,-8.104287884976844e-11,-3.67683542439453e-11,-2.8753383335143036e-11,5.984427097431453e-11,-2.814409247107496e-11,1.7885248671357463e-10,9.06570346185808e-10,1.8409658927340277e-10,1.6871098042156921e-10,2.629479345893809e-10,1.6285129111294584e-10,1.003876486752167e-10,1.0921230568963041e-10,1.631738054698243e-10,1.1960424606072792e-10,1.1495257938908174e-10,1.282460015486886e-10,2.3304877669656063e-10,1.1622952202357835e-10,1.1922778839720283e-10,1.1211524070200852e-10,1.3034716514063335e-10,1.852434595733476e-10,3.6225126433606345e-10,1.867897753125398e-10
0.2718758904000007,8.969680179029276e-10,7.631733066543328e-09,4.571486516641205e-12,1.3320757798701906e-10,1.546593578068277e-10,3.078797309686038e-11,2.7960690664021814e-10,-1.5071458451265965e-12,-3.828373554970563e-13,1.0627573673551243e-10,1.4901668983607677e-11,4.07716254028736e-11,-7.037322909934385e-12,1.7452336411401717e-10,4.352939304210566e-11,4.318065084744096e-10,1.2865712426477935e-11,2.3710891505506185e-11,8.643055983650265e-10,-7.917615537902502e-12,-1.5282710995693723e-13,7.847523280977007e-11,-1.1929748271715444e-11,-1.3583492037099144e-11,3.504267068127328e-10,4.831795573074782e-11,-7.906809023881864e-11,5.388589686192982e-11,-4.9986065690699796e-11,-7.738044241649303e-11,2.4366341460363838e-11,2.1210738162673799e-10,5.4019822238076744e-11,-9.144112331719208e-11,-7.520377906632286e-11,-7.545151319030278e-11,-3.0621353107850205e-11,-2.1103016939440902e-11,6.606481095732922e-11,-3.206654342560121e-11,1.866377438558849e-10,1.1725113449571562e-09,1.909928059668746e-10,1.644455411351773e-10,3.209910462174461e-10,1.7293797165741733e-10,1.2130584486927307e-10,1.160133364334492e-10,1.9465523441053468e-10,1.2502771945138694e-10,1.271213728509078e-10,1.3810955271164137e-10,2.406073550172992e-10,1.1316136380795231e-10,1.1855190050377042e-10,1.092791819765471e-10,1.22159203802293e-10,1.981514082301763e-10,3.9804497395644175e-10,1.8770267269115872e-10
0.2818758904000007,9.088882529930445e-10,8.364005107607239e-09,6.708587960131481e-12,1.373683415504619e-10,1.8998290106680317e-10,4.9312622175182e-11,2.1362381587829155e-10,-4.534808764593586e-12,-1.1640579608164486e-12,9.078837209928822e-11,1.5793923723695747e-11,3.278184069585292e-11,-7.864786802937276e-12,2.1976949615214532e-10,7.537216599769733e-11,5.983190735683174e-10,2.7797091159748866e-11,2.177888841499981e-11,9.622530576118703e-10,-9.064338297225876e-12,5.270814142934354e-12,8.999192416067955e-11,-4.118070890642088e-12,-1.1290806434777546e-11,3.5970927215783773e-10,8.749549623839642e-11,-8.002298192381911e-11,6.652969801893526e-11,-4.1745000739681583e-11,-7.897926324506922e-11,1.3965934436144348e-11,2.202880569529905e-10,1.1213754658351544e-10,-9.099131400591448e-11,-8.000916488191661e-11,-7.603727836191913e-11,-2.1942554353649818e-11,-1.8631264352208772e-11,8.936583718501897e-11,-2.565848109399282e-11,1.9015592636093838e-10,1.5362234315006831e-09,1.9504502729855238e-10,1.6730882721190482e-10,3.414472331403466e-10,1.7593393692467859e-10,1.163871830887226e-10,1.0960810094063717e-10,2.1827919722647361e-10,1.3991224525282536e-10,1.2340107495026824e-10,1.3269044006765288e-10,2.510111003538245e-10,1.0932051315752684e-10,1.1607695669090425e-10,1.0506986283599014e-10,1.1871360595942278e-10,1.83109082091107e-10,4.1427192556890277e-10,1.865144684970669e-10
0.2918758904000007,8.410004675297035e-10,8.366190150003238e-09,1.0333353485184392e-11,2.385316868217395e-10,1.9503270859011743e-10,5.4530839781407776e-11,2.102849095604752e-10,-2.9084958478023257e-12,3.912713308006762e-13,1.0724196659198527e-10,2.3059575012942106e-11,1.9634135299956053e-11,-8.763555884667902e-12,2.60640206502631e-10,9.395643630378039e-11,4.969544036775157e-10,4.1207386263151546e-11,2.2704669335015958e-11,9.279547324886196e-10,-7.382687330259089e-12,3.510551844696843e-11,9.250837406747167e-11,1.7412862380262615e-12,-9.195701200846755e-12,3.7633979273297947e-10,1.1688543179919686e-10,-8.028483181894824e-11,7.027611828503022e-11,-6.7512450300221074e-12,-8.221419600242011e-11,1.803640432040438e-11,2.6673335092890873e-10,2.022055902705129e-10,-9.578542749995921e-11,-8.702955582524032e-11,-8.160962315888177e-11,2.855175928139873e-11,-1.2704968194498584e-11,1.0843337724685005e-10,-2.2813381164399213e-11,1.8698146541732513e-10,1.8050075657880289e-09,2.0365251569125473e-10,1.7692085586578327e-10,3.6141240844117284e-10,1.7223775031301104e-10,1.3264648554935428e-10,1.0640932995676285e-10,2.5606438155298963e-10,1.4671561778337003e-10,1.208935397517372e-10,1.2619831052847466e-10,2.379543263714603e-10,1.0374486143586551e-10,1.2221587941252823e-10,1.0238965938975606e-10,1.2133465423357657e-10,1.7395635384364688e-10,4.2618744801547787e-10,1.805206117134844e-10
0.30187589040000073,8.136411515943959e-10,8.596576102759401e-09,1.166985625760342e-11,2.639044838305806e-10,2.1186308556049688e-10,5.774343739303179e-11,2.391729388332894e-10,-2.7146610604198757e-12,1.0466063452460315e-12,1.1894616602936456e-10,4.095205098861338e-11,2.0034475033520514e-11,-8.395544488666485e-12,2.7196345660310616e-10,1.3308580009550116e-10,4.113146575854194e-10,4.3496994684726315e-11,2.51127338689851e-11,1.0199713143396527e-09,-7.632270905795193e-12,4.968247605059992e-11,1.038560561854551e-10,8.162895632973016e-12,-6.744655368189263e-12,3.979632689686703e-10,1.1959108477357264e-10,-7.190174290683418e-11,7.925649178144717e-11,1.0905305910516008e-10,-8.41338120654133e-11,3.837312154642123e-11,2.9349769211299577e-10,2.0952278949238238e-10,-8.574308352697841e-11,-9.129080272801484e-11,-8.754849793089518e-11,8.666241202551985e-11,-6.09495993415996e-12,1.0108471870854361e-10,-1.1854884344273174e-11,1.879640460106878e-10,1.94393971318249e-09,2.1363709695242426e-10,1.96559684937793e-10,3.692851105335275e-10,1.7185223193954582e-10,1.754074584931453e-10,1.0169382805932458e-10,2.658362969228775e-10,1.509672000142894e-10,1.1607819784835489e-10,1.2488389931757487e-10,1.987613153367496e-10,9.992808721910913e-11,1.3176560739270671e-10,1.0444028802122559e-10,1.2410591499245317e-10,1.7788478074657375e-10,4.517614973455983e-10,1.8228871017220783e-10
0.31187589040000074,9.722802621404597e-10,9.105829768336321e-09,1.191225509838676e-11,2.8386008120230907e-10,2.535561944472966e-10,6.538039912497527e-11,2.743953652173699e-10,-1.3468788393372388e-12,2.202308638903302e-12,1.0447840916372815e-10,5.135456849376556e-11,3.008333151791737e-11,-4.958551751905566e-12,2.710187807180279e-10,1.6468528396801538e-10,5.303785470505542e-10,4.6949234436951496e-11,2.9094600109341463e-11,1.0240900495377288e-09,-8.978282685731159e-12,6.39493968087589e-11,1.2076544990191027e-10,1.2679705821620987e-11,-3.725799657184316e-12,4.121826108783764e-10,1.0734967816385822e-10,-5.919998488110399e-11,1.0641766400395009e-10,2.8760755832425677e-10,-8.16000302950906e-11,5.438152724020411e-11,3.741320376843999e-10,1.7524778381306202e-10,-7.021520275725283e-11,-8.581305796163673e-11,-9.176561869390381e-11,1.9509339349734124e-10,5.519033679071113e-13,9.856751153488168e-11,1.1970387458595747e-11,1.907221621947065e-10,2.011965839044484e-09,2.3105984735714608e-10,2.123651985464347e-10,4.0306770242642025e-10,1.7075640069003547e-10,1.8798749080348432e-10,1.0647228061166326e-10,2.790444739475445e-10,1.3882306149405737e-10,1.1516701842219384e-10,1.450211536454192e-10,1.9113353421542394e-10,1.0400577850892282e-10,1.383296428708517e-10,1.1241940307744664e-10,1.307367188575929e-10,1.8666863013500398e-10,4.863875791377572e-10,1.9440226537972833e-10
0.32187589040000075,1.021493728987901e-09,9.838620986433773e-09,1.449594109215256e-11,2.589335325786747e-10,3.0440376246396234e-10,7.016545779080724e-11,3.049758109387453e-10,8.484130618234149e-13,7.813546157622949e-13,9.080485695238318e-11,5.84855877087327e-11,4.281483835276773e-11,-1.9167840351296313e-12,2.52422176151705e-10,1.447502327785527e-10,1.0509760214918315e-09,5.980662970507455e-11,3.4728860043084336e-11,1.0955780120758102e-09,-6.915613129268311e-12,9.392438175682912e-11,1.281382199214479e-10,9.882612038323602e-12,8.142505645892548e-12,4.2631277327704286e-10,8.473687002942086e-11,-7.48781253613905e-11,1.3575763088981643e-10,3.929476500040087e-10,-7.072151543059508e-11,7.171161915037722e-11,4.809966002002228e-10,1.5046283846276657e-10,-6.885053654077674e-11,-6.840996070025749e-11,-8.592758193748426e-11,2.720310267123545e-10,-5.243648162130154e-13,1.3041902320252864e-10,2.4183653747772672e-11,1.965482694668519e-10,2.0834862170642098e-09,2.5328330869636365e-10,2.0975391374475088e-10,4.4508430856882104e-10,1.6618691957131647e-10,1.8896571564974865e-10,1.1486540025478642e-10,2.554066972941818e-10,1.3395978925353776e-10,1.1734995498160978e-10,1.641841937820942e-10,2.3016874453206383e-10,1.1146247775534626e-10,1.3993591298154314e-10,1.2148438641486896e-10,1.5491449562954434e-10,2.023931187941477e-10,4.970228488552214e-10,2.1196717273273022e-10
0.33187589040000076,9.337866779503842e-10,1.0620232233027915e-08,1.6108294671324925e-11,2.120376729047357e-10,3.26404898419107e-10,6.930731007207305e-11,3.7990295090215555e-10,3.796258432724004e-12,-1.646901642528611e-12,1.011535699841702e-10,5.891954718125465e-11,5.0991207418694723e-11,-4.070748426643316e-13,2.1782077159965297e-10,1.3827722223691967e-10,1.4110775254447147e-09,7.136125819444743e-11,4.0794109252623404e-11,1.1052162336472569e-09,-6.064232345002733e-12,1.0908780534069999e-10,1.4271271969508185e-10,1.8435161720041764e-11,2.5111150557049616e-11,4.215172781550865e-10,7.198617512227422e-11,-6.905274275680976e-11,1.4684142678376693e-10,4.332347867712353e-10,-6.395881490179738e-11,1.0961641263540074e-10,5.318289628173416e-10,1.244145096352123e-10,-7.069032482702834e-11,-5.844985651210901e-11,-7.612299739440564e-11,5.249459267743759e-10,-2.3694498891753583e-12,1.7385831144339902e-10,4.076699775237962e-11,2.056999426750112e-10,2.1735108330207135e-09,2.732074833445513e-10,2.1271037555719902e-10,4.64917985366734e-10,1.7573502306867678e-10,1.799637056163074e-10,1.2254893663448738e-10,2.313749053356613e-10,1.3141689947244317e-10,1.2844885197122222e-10,1.5281237887213967e-10,2.8202832882290727e-10,1.0887111740397609e-10,1.2893921769679177e-10,1.2549590606239946e-10,1.615516395989747e-10,2.290261335514413e-10,5.079754772069553e-10,2.1942720958523584e-10
0.34187589040000077,1.7366425240932098e-09,1.0903212885365976e-08,1.8832861929353417e-11,2.1275479490172688e-10,4.4218396665218605e-10,6.432253593764799e-11,4.67790137554351e-10,5.559842792528523e-12,6.952585422981039e-12,9.3477652787032e-11,3.487531070288358e-11,7.330736491323925e-11,-4.182642787733523e-14,2.3294000102437336e-10,8.689472060982237e-11,7.733934163986387e-10,7.982843112903242e-11,4.2079054416611165e-11,1.1904369122670626e-09,-4.438984067999587e-12,8.81623673327978e-11,1.837522683952e-10,4.111226058740878e-11,3.52979829072222e-11,4.2908711130849485e-10,7.814463023237523e-11,-6.085234693383329e-11,1.601960226880822e-10,4.389789465493952e-10,-6.287120314388738e-11,1.230973221941952e-10,5.658959340807435e-10,1.836367049069286e-10,-7.1654762376786e-11,-4.6342699971538905e-11,-7.360856284386788e-11,6.009836489014554e-10,-5.69907366670583e-13,1.8119781939074186e-10,4.089215386806062e-11,2.1418648611484225e-10,2.123823164630386e-09,2.8252191058307496e-10,2.1932785635256496e-10,4.6142595767467016e-10,1.8861768214145932e-10,1.8604039599495987e-10,1.1938267152226245e-10,2.053564692109309e-10,1.3615415373289715e-10,1.259515165335833e-10,1.5050485989131977e-10,2.8397865605885916e-10,1.03229003288181e-10,1.22973355285847e-10,1.2439972935927116e-10,1.363594655075134e-10,2.3783070510046453e-10,5.346374451539266e-10,2.1850827956015327e-10
0.3518758904000008,4.118808158873226e-09,1.1167584336964828e-08,2.3879592901813206e-11,2.5885106146195783e-10,3.793208848126983e-10,7.042148315484184e-11,5.335681467505231e-10,4.015627690266405e-12,3.1940727400991016e-11,9.696472277405975e-11,2.654421133914647e-11,9.954739458864539e-11,1.0383457903461684e-13,2.547967033833551e-10,5.209407109084198e-11,5.089815888141796e-10,1.0529648490681577e-10,4.2867909993053407e-11,1.2960077567097488e-09,-4.0526424027152334e-12,8.884468179304086e-11,2.1424017665378815e-10,5.7771063648323767e-11,4.589447280337087e-11,4.908928462094453e-10,7.991254047306514e-11,-5.312589859032479e-11,1.9436555286183924e-10,6.357203971392607e-10,-6.057731752118997e-11,1.2158410934148944e-10,7.724486618461017e-10,2.0144736244871658e-10,-7.758425676500481e-11,-3.855050929167797e-11,-7.16673550065742e-11,5.129966944201987e-10,8.305136987009108e-13,1.8907317392738748e-10,4.4223482932557455e-11,2.1677274284014495e-10,2.0413543739473952e-09,2.849065294369838e-10,2.2920774541454375e-10,4.298865673692134e-10,1.8935504276664275e-10,1.882972561670906e-10,1.1632571896531516e-10,1.811743340121665e-10,1.418121424724444e-10,1.315564064546539e-10,1.469666032487622e-10,2.860745827043417e-10,9.912157835791138e-11,1.3105232960673953e-10,1.1943397649727122e-10,1.2535409251749031e-10,2.2696632025830918e-10,5.389587984660541e-10,2.1582630160177286e-10
